,cash,margin,realized_pnl,unrealized_pnl,equity,available
2023-01-09 17:15:00,49987.16,21400.0,0.0,900.0,50887.16,29487.160000000003
2023-01-09 18:15:00,49987.16,21400.0,0.0,1310.0,51297.16,29897.160000000003
2023-01-09 19:15:00,49987.16,21400.0,0.0,1350.0,51337.16,29937.160000000003
2023-01-09 20:15:00,49987.16,21400.0,0.0,860.0,50847.16,29447.160000000003
2023-01-09 21:15:00,49987.16,21400.0,0.0,1010.0,50997.16,29597.160000000003
2023-01-09 22:15:00,50204.306200000006,0.0,230.0,0.0,50204.306200000006,51214.306200000006
2023-01-09 23:15:00,50191.38040000001,21543.0,230.0,-1200.0,48991.38040000001,27448.38040000001
2023-01-10 00:15:00,49698.48340000001,0.0,-250.0,0.0,49698.48340000001,48498.48340000001
2023-01-10 01:15:00,49698.48340000001,0.0,-250.0,0.0,49698.48340000001,48498.48340000001
2023-01-10 02:15:00,49698.48340000001,0.0,-250.0,0.0,49698.48340000001,48498.48340000001
2023-01-10 09:30:00,49698.48340000001,0.0,-250.0,0.0,49698.48340000001,48498.48340000001
2023-01-10 10:30:00,49698.48340000001,0.0,-250.0,0.0,49698.48340000001,48498.48340000001
2023-01-10 11:30:00,49698.48340000001,0.0,-250.0,0.0,49698.48340000001,48498.48340000001
2023-01-10 13:30:00,49698.48340000001,0.0,-250.0,0.0,49698.48340000001,48498.48340000001
2023-01-10 14:30:00,49698.48340000001,0.0,-250.0,0.0,49698.48340000001,48498.48340000001
2023-01-10 15:30:00,49698.48340000001,0.0,-250.0,0.0,49698.48340000001,48498.48340000001
2023-01-10 17:15:00,49698.48340000001,0.0,-250.0,0.0,49698.48340000001,48498.48340000001
2023-01-10 18:15:00,49698.48340000001,0.0,-250.0,0.0,49698.48340000001,48498.48340000001
2023-01-10 19:15:00,49698.48340000001,0.0,-250.0,0.0,49698.48340000001,48498.48340000001
2023-01-10 20:15:00,49698.48340000001,0.0,-250.0,0.0,49698.48340000001,48498.48340000001
2023-01-10 21:15:00,49698.48340000001,0.0,-250.0,0.0,49698.48340000001,48498.48340000001
2023-01-10 22:15:00,49698.48340000001,0.0,-250.0,0.0,49698.48340000001,48498.48340000001
2023-01-10 23:15:00,49698.48340000001,0.0,-250.0,0.0,49698.48340000001,48498.48340000001
2023-01-11 00:15:00,49685.579200000015,21507.0,-250.0,-200.0,49485.579200000015,27978.579200000015
2023-01-11 01:15:00,49685.579200000015,21507.0,-250.0,0.0,49685.579200000015,28178.579200000015
2023-01-11 02:15:00,49685.579200000015,21507.0,-250.0,180.0,49865.579200000015,28358.579200000015
2023-01-11 09:30:00,49685.579200000015,21507.0,-250.0,-460.0,49225.579200000015,27718.579200000015
2023-01-11 10:30:00,49685.579200000015,21507.0,-250.0,2030.0,51715.579200000015,30208.579200000015
2023-01-11 11:30:00,49685.579200000015,21507.0,-250.0,1210.0,50895.579200000015,29388.579200000015
2023-01-11 13:30:00,49685.579200000015,21507.0,-250.0,2000.0,51685.579200000015,30178.579200000015
2023-01-11 14:30:00,49685.579200000015,21507.0,-250.0,1090.0,50775.579200000015,29268.579200000015
2023-01-11 15:30:00,49322.69600000002,0.0,-600.0,0.0,49322.69600000002,50412.69600000002
2023-01-11 17:15:00,49322.69600000002,0.0,-600.0,0.0,49322.69600000002,50412.69600000002
2023-01-11 18:15:00,49322.69600000002,0.0,-600.0,0.0,49322.69600000002,50412.69600000002
2023-01-11 19:15:00,49322.69600000002,0.0,-600.0,0.0,49322.69600000002,50412.69600000002
2023-01-11 20:15:00,49322.69600000002,0.0,-600.0,0.0,49322.69600000002,50412.69600000002
2023-01-11 21:15:00,49322.69600000002,0.0,-600.0,0.0,49322.69600000002,50412.69600000002
2023-01-11 22:15:00,49322.69600000002,0.0,-600.0,0.0,49322.69600000002,50412.69600000002
2023-01-11 23:15:00,49309.70660000002,21649.0,-600.0,-10.0,49299.70660000002,27650.70660000002
2023-01-12 00:15:00,49309.70660000002,21649.0,-600.0,-120.0,49189.70660000002,27540.70660000002
2023-01-12 01:15:00,49309.70660000002,21649.0,-600.0,630.0,49939.70660000002,28290.70660000002
2023-01-12 02:15:00,49309.70660000002,21649.0,-600.0,1070.0,50379.70660000002,28730.70660000002
2023-01-12 09:30:00,49309.70660000002,21649.0,-600.0,110.0,49419.70660000002,27770.70660000002
2023-01-12 10:30:00,46886.86180000002,0.0,-3010.0,0.0,46886.86180000002,46996.86180000002
2023-01-12 11:30:00,46886.86180000002,0.0,-3010.0,0.0,46886.86180000002,46996.86180000002
2023-01-12 13:30:00,46886.86180000002,0.0,-3010.0,0.0,46886.86180000002,46996.86180000002
2023-01-12 14:30:00,46886.86180000002,0.0,-3010.0,0.0,46886.86180000002,46996.86180000002
2023-01-12 15:30:00,46886.86180000002,0.0,-3010.0,0.0,46886.86180000002,46996.86180000002
2023-01-12 17:15:00,46886.86180000002,0.0,-3010.0,0.0,46886.86180000002,46996.86180000002
2023-01-12 18:15:00,46886.86180000002,0.0,-3010.0,0.0,46886.86180000002,46996.86180000002
2023-01-12 19:15:00,46886.86180000002,0.0,-3010.0,0.0,46886.86180000002,46996.86180000002
2023-01-12 20:15:00,46873.87840000002,21639.0,-3010.0,20.0,46893.87840000002,25254.878400000023
2023-01-12 21:15:00,46873.87840000002,21639.0,-3010.0,0.0,46873.87840000002,25234.878400000023
2023-01-12 22:15:00,46873.87840000002,21639.0,-3010.0,440.0,47313.87840000002,25674.878400000023
2023-01-12 23:15:00,46873.87840000002,21639.0,-3010.0,430.0,47303.87840000002,25664.878400000023
2023-01-13 00:15:00,46873.87840000002,21639.0,-3010.0,440.0,47313.87840000002,25674.878400000023
2023-01-13 01:15:00,46873.87840000002,21639.0,-3010.0,720.0,47593.87840000002,25954.878400000023
2023-01-13 02:15:00,46873.87840000002,21639.0,-3010.0,850.0,47723.87840000002,26084.878400000023
2023-01-13 09:30:00,46220.93340000002,0.0,-3650.0,0.0,46220.93340000002,47070.93340000002
2023-01-13 10:30:00,46220.93340000002,0.0,-3650.0,0.0,46220.93340000002,47070.93340000002
2023-01-13 11:30:00,46220.93340000002,0.0,-3650.0,0.0,46220.93340000002,47070.93340000002
2023-01-13 13:30:00,46220.93340000002,0.0,-3650.0,0.0,46220.93340000002,47070.93340000002
2023-01-13 14:30:00,46207.871400000025,21770.0,-3650.0,-790.0,45417.871400000025,23647.871400000025
2023-01-13 15:30:00,46207.871400000025,21770.0,-3650.0,0.0,46207.871400000025,24437.871400000025
2023-01-13 17:15:00,46207.871400000025,21770.0,-3650.0,80.0,46287.871400000025,24517.871400000025
2023-01-13 18:15:00,46207.871400000025,21770.0,-3650.0,240.0,46447.871400000025,24677.871400000025
2023-01-13 19:15:00,46207.871400000025,21770.0,-3650.0,290.0,46497.871400000025,24727.871400000025
2023-01-13 20:15:00,46207.871400000025,21770.0,-3650.0,-300.0,45907.871400000025,24137.871400000025
2023-01-13 21:15:00,46207.871400000025,21770.0,-3650.0,-650.0,45557.871400000025,23787.871400000025
2023-01-13 22:15:00,46207.871400000025,21770.0,-3650.0,-350.0,45857.871400000025,24087.871400000025
2023-01-13 23:15:00,46207.871400000025,21770.0,-3650.0,620.0,46827.871400000025,25057.871400000025
2023-01-14 00:15:00,46207.871400000025,21770.0,-3650.0,-70.0,46137.871400000025,24367.871400000025
2023-01-14 01:15:00,46207.871400000025,21770.0,-3650.0,510.0,46717.871400000025,24947.871400000025
2023-01-14 02:15:00,46207.871400000025,21770.0,-3650.0,1010.0,47217.871400000025,25447.871400000025
2023-01-16 09:30:00,46207.871400000025,21770.0,-3650.0,480.0,46687.871400000025,24917.871400000025
2023-01-16 10:30:00,46207.871400000025,21770.0,-3650.0,1850.0,48057.871400000025,26287.871400000025
2023-01-16 11:30:00,46207.871400000025,21770.0,-3650.0,1700.0,47907.871400000025,26137.871400000025
2023-01-16 13:30:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-16 14:30:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-16 15:30:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-16 17:15:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-16 18:15:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-16 19:15:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-16 20:15:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-16 21:15:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-16 22:15:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-16 23:15:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-17 00:15:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-17 01:15:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-17 02:15:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-17 09:30:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-17 10:30:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-17 11:30:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-17 13:30:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-17 14:30:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-17 15:30:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-17 17:15:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-17 18:15:00,45244.86640000003,0.0,-4600.0,0.0,45244.86640000003,46944.86640000003
2023-01-17 19:15:00,45231.86560000003,21668.0,-4600.0,-240.0,44991.86560000003,23323.865600000026
2023-01-17 20:15:00,45231.86560000003,21668.0,-4600.0,0.0,45231.86560000003,23563.865600000026
2023-01-17 21:15:00,45231.86560000003,21668.0,-4600.0,-330.0,44901.86560000003,23233.865600000026
2023-01-17 22:15:00,45231.86560000003,21668.0,-4600.0,20.0,45251.86560000003,23583.865600000026
2023-01-17 23:15:00,45231.86560000003,21668.0,-4600.0,-180.0,45051.86560000003,23383.865600000026
2023-01-18 00:15:00,45231.86560000003,21668.0,-4600.0,-970.0,44261.86560000003,22593.865600000026
2023-01-18 01:15:00,45231.86560000003,21668.0,-4600.0,-730.0,44501.86560000003,22833.865600000026
2023-01-18 02:15:00,44178.92720000003,0.0,-5640.0,0.0,44178.92720000003,43448.92720000003
2023-01-18 09:30:00,44165.949200000025,21630.0,-5640.0,-660.0,43505.949200000025,21875.949200000025
2023-01-18 10:30:00,44165.949200000025,21630.0,-5640.0,0.0,44165.949200000025,22535.949200000025
2023-01-18 11:30:00,44165.949200000025,21630.0,-5640.0,-280.0,43885.949200000025,22255.949200000025
2023-01-18 13:30:00,44165.949200000025,21630.0,-5640.0,10.0,44175.949200000025,22545.949200000025
2023-01-18 14:30:00,44165.949200000025,21630.0,-5640.0,290.0,44455.949200000025,22825.949200000025
2023-01-18 15:30:00,44165.949200000025,21630.0,-5640.0,460.0,44625.949200000025,22995.949200000025
2023-01-18 17:15:00,44165.949200000025,21630.0,-5640.0,820.0,44985.949200000025,23355.949200000025
2023-01-18 18:15:00,44165.949200000025,21630.0,-5640.0,450.0,44615.949200000025,22985.949200000025
2023-01-18 19:15:00,44165.949200000025,21630.0,-5640.0,750.0,44915.949200000025,23285.949200000025
2023-01-18 20:15:00,44165.949200000025,21630.0,-5640.0,680.0,44845.949200000025,23215.949200000025
2023-01-18 21:15:00,44165.949200000025,21630.0,-5640.0,790.0,44955.949200000025,23325.949200000025
2023-01-18 22:15:00,44165.949200000025,21630.0,-5640.0,1430.0,45595.949200000025,23965.949200000025
2023-01-18 23:15:00,44165.949200000025,21630.0,-5640.0,490.0,44655.949200000025,23025.949200000025
2023-01-19 00:15:00,43453.01320000002,0.0,-6340.0,0.0,43453.01320000002,43943.01320000002
2023-01-19 01:15:00,43453.01320000002,0.0,-6340.0,0.0,43453.01320000002,43943.01320000002
2023-01-19 02:15:00,43453.01320000002,0.0,-6340.0,0.0,43453.01320000002,43943.01320000002
2023-01-19 09:30:00,43453.01320000002,0.0,-6340.0,0.0,43453.01320000002,43943.01320000002
2023-01-19 10:30:00,43453.01320000002,0.0,-6340.0,0.0,43453.01320000002,43943.01320000002
2023-01-19 11:30:00,43439.96260000002,21751.0,-6340.0,-870.0,42569.96260000002,20818.96260000002
2023-01-19 13:30:00,43439.96260000002,21751.0,-6340.0,0.0,43439.96260000002,21688.96260000002
2023-01-19 14:30:00,43439.96260000002,21751.0,-6340.0,-680.0,42759.96260000002,21008.96260000002
2023-01-19 15:30:00,43439.96260000002,21751.0,-6340.0,-1500.0,41939.96260000002,20188.96260000002
2023-01-19 17:15:00,43439.96260000002,21751.0,-6340.0,-980.0,42459.96260000002,20708.96260000002
2023-01-19 18:15:00,43439.96260000002,21751.0,-6340.0,-1280.0,42159.96260000002,20408.96260000002
2023-01-19 19:15:00,41717.014600000024,0.0,-8050.0,0.0,41717.014600000024,40437.014600000024
2023-01-19 20:15:00,41717.014600000024,0.0,-8050.0,0.0,41717.014600000024,40437.014600000024
2023-01-19 21:15:00,41717.014600000024,0.0,-8050.0,0.0,41717.014600000024,40437.014600000024
2023-01-19 22:15:00,41703.97960000002,21725.0,-8050.0,-930.0,40773.97960000002,19048.97960000002
2023-01-19 23:15:00,41703.97960000002,21725.0,-8050.0,0.0,41703.97960000002,19978.97960000002
2023-01-20 00:15:00,41703.97960000002,21725.0,-8050.0,400.0,42103.97960000002,20378.97960000002
2023-01-20 01:15:00,41703.97960000002,21725.0,-8050.0,360.0,42063.97960000002,20338.97960000002
2023-01-20 02:15:00,41703.97960000002,21725.0,-8050.0,830.0,42533.97960000002,20808.97960000002
2023-01-20 09:30:00,41703.97960000002,21725.0,-8050.0,1300.0,43003.97960000002,21278.97960000002
2023-01-20 10:30:00,41703.97960000002,21725.0,-8050.0,1590.0,43293.97960000002,21568.97960000002
2023-01-20 11:30:00,41703.97960000002,21725.0,-8050.0,1480.0,43183.97960000002,21458.97960000002
2023-01-20 13:30:00,41703.97960000002,21725.0,-8050.0,2130.0,43833.97960000002,22108.97960000002
2023-01-20 14:30:00,41703.97960000002,21725.0,-8050.0,2870.0,44573.97960000002,22848.97960000002
2023-01-20 15:30:00,41703.97960000002,21725.0,-8050.0,3390.0,45093.97960000002,23368.97960000002
2023-01-20 17:15:00,41703.97960000002,21725.0,-8050.0,2680.0,44383.97960000002,22658.97960000002
2023-01-20 18:15:00,41703.97960000002,21725.0,-8050.0,2630.0,44333.97960000002,22608.97960000002
2023-01-20 19:15:00,41703.97960000002,21725.0,-8050.0,2650.0,44353.97960000002,22628.97960000002
2023-01-20 20:15:00,41703.97960000002,21725.0,-8050.0,2580.0,44283.97960000002,22558.97960000002
2023-01-20 21:15:00,41703.97960000002,21725.0,-8050.0,2880.0,44583.97960000002,22858.97960000002
2023-01-20 22:15:00,41703.97960000002,21725.0,-8050.0,2770.0,44473.97960000002,22748.97960000002
2023-01-20 23:15:00,41703.97960000002,21725.0,-8050.0,3660.0,45363.97960000002,23638.97960000002
2023-01-21 00:15:00,41703.97960000002,21725.0,-8050.0,3710.0,45413.97960000002,23688.97960000002
2023-01-21 01:15:00,41703.97960000002,21725.0,-8050.0,3750.0,45453.97960000002,23728.97960000002
2023-01-21 02:15:00,41703.97960000002,21725.0,-8050.0,4380.0,46083.97960000002,24358.97960000002
2023-01-26 02:15:00,41703.97960000002,21725.0,-8050.0,5020.0,46723.97960000002,24998.97960000002
2023-01-26 09:30:00,41703.97960000002,21725.0,-8050.0,7520.0,49223.97960000002,27498.97960000002
2023-01-26 10:30:00,41703.97960000002,21725.0,-8050.0,6530.0,48233.97960000002,26508.97960000002
2023-01-26 11:30:00,41703.97960000002,21725.0,-8050.0,7140.0,48843.97960000002,27118.97960000002
2023-01-26 13:30:00,41703.97960000002,21725.0,-8050.0,7570.0,49273.97960000002,27548.97960000002
2023-01-26 14:30:00,41703.97960000002,21725.0,-8050.0,7710.0,49413.97960000002,27688.97960000002
2023-01-26 15:30:00,41703.97960000002,21725.0,-8050.0,7650.0,49353.97960000002,27628.97960000002
2023-01-26 17:15:00,41703.97960000002,21725.0,-8050.0,8550.0,50253.97960000002,28528.97960000002
2023-01-26 18:15:00,41703.97960000002,21725.0,-8050.0,8000.0,49703.97960000002,27978.97960000002
2023-01-26 19:15:00,41703.97960000002,21725.0,-8050.0,8120.0,49823.97960000002,28098.97960000002
2023-01-26 20:15:00,41703.97960000002,21725.0,-8050.0,8230.0,49933.97960000002,28208.97960000002
2023-01-26 21:15:00,41703.97960000002,21725.0,-8050.0,8500.0,50203.97960000002,28478.97960000002
2023-01-26 22:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-26 23:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-27 00:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-27 01:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-27 02:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-27 09:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-27 10:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-27 11:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-27 13:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-27 14:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-27 15:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-27 17:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-27 18:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-27 19:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-27 20:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-27 21:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-27 22:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-27 23:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-28 00:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-28 01:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-28 02:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-30 09:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-30 10:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-30 11:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-30 13:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-30 14:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-30 15:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-30 17:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-30 18:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-30 19:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-30 20:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-30 21:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-30 22:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-30 23:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-31 00:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-31 01:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-31 02:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-31 09:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-31 10:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-31 11:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-31 13:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-31 14:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-31 15:30:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-31 17:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-31 18:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-31 19:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-31 20:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-31 21:15:00,50160.43640000002,0.0,420.0,0.0,50160.43640000002,58660.43640000002
2023-01-31 22:15:00,50147.28320000002,21922.0,420.0,0.0,50147.28320000002,28225.28320000002
2023-01-31 23:15:00,50147.28320000002,21922.0,420.0,-830.0,49317.28320000002,27395.28320000002
2023-02-01 00:15:00,50147.28320000002,21922.0,420.0,730.0,50877.28320000002,28955.28320000002
2023-02-01 01:15:00,50147.28320000002,21922.0,420.0,420.0,50567.28320000002,28645.28320000002
